Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Alabama,1,Gastro-oesophageal reflux disease without oesophagitis,K21.9,16,7840781,Unreliable
,Alabama,1,Oesophageal obstruction,K22.2,14,7840781,Unreliable
,Alabama,1,Perforation of oesophagus,K22.3,10,7840781,Unreliable
,Alabama,1,"Gastric ulcer, chronic or unspecified with perforation",K25.5,15,7840781,Unreliable
,Alabama,1,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,16,7840781,Unreliable
,Alabama,1,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,19,7840781,Unreliable
,Alabama,1,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,18,7840781,Unreliable
,Alabama,1,Other specified diseases of stomach and duodenum,K31.8,13,7840781,Unreliable
,Alabama,1,"Ventral hernia with obstruction, without gangrene",K43.0,12,7840781,Unreliable
,Alabama,1,Diaphragmatic hernia without obstruction or gangrene,K44.9,12,7840781,Unreliable
,Alabama,1,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,11,7840781,Unreliable
,Alabama,1,"Crohn disease, unspecified",K50.9,15,7840781,Unreliable
,Alabama,1,"Ulcerative colitis, unspecified",K51.9,10,7840781,Unreliable
,Alabama,1,Acute vascular disorders of intestine,K55.0,65,7840781,0.8
,Alabama,1,"Vascular disorder of intestine, unspecified",K55.9,242,7840781,3.1
,Alabama,1,Volvulus,K56.2,14,7840781,Unreliable
,Alabama,1,Intestinal adhesions [bands] with obstruction,K56.5,12,7840781,Unreliable
,Alabama,1,Other and unspecified intestinal obstruction,K56.6,190,7840781,2.4
,Alabama,1,"Ileus, unspecified",K56.7,20,7840781,0.3
,Alabama,1,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,43,7840781,0.5
,Alabama,1,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,45,7840781,0.6
,Alabama,1,Perforation of intestine (nontraumatic),K63.1,88,7840781,1.1
,Alabama,1,"Disease of intestine, unspecified",K63.9,19,7840781,Unreliable
,Alabama,1,Acute peritonitis,K65.0,24,7840781,0.3
,Alabama,1,"Peritonitis, unspecified",K65.9,20,7840781,0.3
,Alabama,1,Haemoperitoneum,K66.1,10,7840781,Unreliable
,Alabama,1,Alcoholic hepatitis,K70.1,38,7840781,0.5
,Alabama,1,Alcoholic cirrhosis of liver,K70.3,259,7840781,3.3
,Alabama,1,Alcoholic hepatic failure,K70.4,33,7840781,0.4
,Alabama,1,"Alcoholic liver disease, unspecified",K70.9,30,7840781,0.4
,Alabama,1,Acute and subacute hepatic failure,K72.0,25,7840781,0.3
,Alabama,1,"Hepatic failure, unspecified",K72.9,187,7840781,2.4
,Alabama,1,Primary biliary cirrhosis,K74.3,13,7840781,Unreliable
,Alabama,1,Other and unspecified cirrhosis of liver,K74.6,870,7840781,11.1
,Alabama,1,Autoimmune hepatitis,K75.4,16,7840781,Unreliable
,Alabama,1,"Fatty (change of) liver, not elsewhere classified",K76.0,44,7840781,0.6
,Alabama,1,Hepatorenal syndrome,K76.7,11,7840781,Unreliable
,Alabama,1,"Liver disease, unspecified",K76.9,180,7840781,2.3
,Alabama,1,Calculus of gallbladder without cholecystitis,K80.2,12,7840781,Unreliable
,Alabama,1,Acute cholecystitis,K81.0,47,7840781,0.6
,Alabama,1,"Cholecystitis, unspecified",K81.9,36,7840781,0.5
,Alabama,1,"Disease of gallbladder, unspecified",K82.9,12,7840781,Unreliable
,Alabama,1,Cholangitis,K83.0,27,7840781,0.3
,Alabama,1,"Acute pancreatitis, unspecified",K85.9,146,7840781,1.9
,Alabama,1,Other chronic pancreatitis,K86.1,10,7840781,Unreliable
,Alabama,1,"Disease of pancreas, unspecified",K86.9,14,7840781,Unreliable
,Alabama,1,"Gastrointestinal haemorrhage, unspecified",K92.2,319,7840781,4.1
,Alabama,1,Cellulitis of other parts of limb,L03.1,20,7840781,0.3
,Alabama,1,"Cellulitis, unspecified",L03.9,44,7840781,0.6
,Alabama,1,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,17,7840781,Unreliable
,Alabama,1,"Decubitus ulcer and pressure area, unspecified",L89.9,36,7840781,0.5
,Alabama,1,Discoid lupus erythematosus,L93.0,23,7840781,0.3
,Alabama,1,"Pyogenic arthritis, unspecified",M00.9,14,7840781,Unreliable
,Alabama,1,"Rheumatoid arthritis, unspecified",M06.9,57,7840781,0.7
,Alabama,1,"Arthrosis, unspecified",M19.9,13,7840781,Unreliable
,Alabama,1,Thrombotic microangiopathy,M31.1,18,7840781,Unreliable
,Alabama,1,Wegener granulomatosis,M31.3,12,7840781,Unreliable
,Alabama,1,Systemic lupus erythematosus with organ or system involvement,M32.1,42,7840781,0.5
,Alabama,1,Polymyositis,M33.2,16,7840781,Unreliable
,Alabama,1,Other forms of systemic sclerosis,M34.8,30,7840781,0.4
,Alabama,1,"Systemic sclerosis, unspecified",M34.9,15,7840781,Unreliable
,Alabama,1,Other specified disorders of muscle,M62.8,25,7840781,0.3
,Alabama,1,Necrotizing fasciitis,M72.6,19,7840781,Unreliable
,Alabama,1,Unspecified osteoporosis with pathological fracture,M80.9,11,7840781,Unreliable
,Alabama,1,"Osteoporosis, unspecified",M81.9,15,7840781,Unreliable
,Alabama,1,"Osteomyelitis, unspecified",M86.9,59,7840781,0.8
,Alabama,1,"Acute nephritic syndrome, unspecified",N00.9,10,7840781,Unreliable
,Alabama,1,"Chronic nephritic syndrome, unspecified",N03.9,57,7840781,0.7
,Alabama,1,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,31,7840781,0.4
,Alabama,1,"Acute renal failure, unspecified",N17.9,481,7840781,6.1
,Alabama,1,End-stage renal disease,N18.0,165,7840781,2.1
,Alabama,1,"Chronic kidney disease, stage 4",N18.4,14,7840781,Unreliable
,Alabama,1,"Chronic kidney disease, stage 5",N18.5,629,7840781,8
,Alabama,1,"Chronic renal failure, unspecified",N18.9,257,7840781,3.3
,Alabama,1,Unspecified renal failure,N19,615,7840781,7.8
,Alabama,1,Other specified disorders of kidney and ureter,N28.8,130,7840781,1.7
,Alabama,1,"Disorder of kidney and ureter, unspecified",N28.9,108,7840781,1.4
,Alabama,1,"Urinary tract infection, site not specified",N39.0,384,7840781,4.9
,Alabama,1,"Congenital malformation of heart, unspecified",Q24.9,13,7840781,Unreliable
,Alabama,1,"Polycystic kidney, unspecified",Q61.3,10,7840781,Unreliable
,Alabama,1,"Down syndrome, unspecified",Q90.9,28,7840781,0.4
,Alabama,1,Dyspnoea,R06.0,23,7840781,0.3
,Alabama,1,Asphyxia,R09.0,17,7840781,Unreliable
,Alabama,1,Respiratory arrest,R09.2,292,7840781,3.7
,Alabama,1,Malaise and fatigue,R53,205,7840781,2.6
,Alabama,1,Senility,R54,51,7840781,0.7
,Alabama,1,Other and unspecified convulsions,R56.8,61,7840781,0.8
,Alabama,1,Cardiogenic shock,R57.0,32,7840781,0.4
,Alabama,1,Other shock,R57.8,12,7840781,Unreliable
,Alabama,1,"Shock, unspecified",R57.9,21,7840781,0.3
,Alabama,1,"Haemorrhage, not elsewhere classified",R58,23,7840781,0.3
,Alabama,1,Other lack of expected normal physiological development,R62.8,671,7840781,8.6
,Alabama,1,Cachexia,R64,10,7840781,Unreliable
,Alabama,1,Other specified general symptoms and signs,R68.8,77,7840781,1
,Alabama,1,Abnormal findings on diagnostic imaging of lung,R91,16,7840781,Unreliable
,Alabama,1,Instantaneous death,R96.0,70,7840781,0.9
,Alabama,1,Other ill-defined and unspecified causes of mortality,R99,2070,7840781,26.4
,Alabama,1,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,55,7840781,0.7
,Alabama,1,Unspecified whether traffic or nontraffic accident,V05.9,11,7840781,Unreliable
,Alabama,1,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,99,7840781,1.3
,Alabama,1,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,25,7840781,0.3
,Alabama,1,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,22,7840781,0.3
,Alabama,1,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,21,7840781,0.3
,Alabama,1,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,11,7840781,Unreliable
,Alabama,1,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,72,7840781,0.9
,Alabama,1,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,39,7840781,0.5
,Alabama,1,"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V44.5,15,7840781,Unreliable
,Alabama,1,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,71,7840781,0.9
,Alabama,1,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,26,7840781,0.3
,Alabama,1,"Car occupant injured in noncollision transport accident, passenger injured in traffic accident",V48.6,15,7840781,Unreliable
,Alabama,1,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,11,7840781,Unreliable
,Alabama,1,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49.5,10,7840781,Unreliable
,Alabama,1,Car occupant [any] injured in unspecified traffic accident,V49.9,85,7840781,1.1
,Alabama,1,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V54.5,11,7840781,Unreliable
,Alabama,1,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident",V58.5,10,7840781,Unreliable
,Alabama,1,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.9,12,7840781,Unreliable
,Alabama,1,Person injured in collision between car and heavy transport vehicle (traffic),V87.4,12,7840781,Unreliable
,Alabama,1,Person injured in collision between other specified motor vehicles (traffic),V87.7,189,7840781,2.4
,Alabama,1,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,684,7840781,8.7
,Alabama,1,Person injured in unspecified vehicle accident,V89.9,11,7840781,Unreliable
,Alabama,1,Unspecified aircraft accident injuring occupant,V95.9,10,7840781,Unreliable
,Alabama,1,"Fall on same level from slipping, tripping and stumbling",W01,10,7840781,Unreliable
,Alabama,1,Fall on and from stairs and steps,W10,45,7840781,0.6
,Alabama,1,Fall on and from ladder,W11,12,7840781,Unreliable
,Alabama,1,"Fall from, out of or through building or structure",W13,17,7840781,Unreliable
,Alabama,1,Other fall on same level,W18,55,7840781,0.7
,Alabama,1,Unspecified fall,W19,263,7840781,3.4
,Alabama,1,"Struck by thrown, projected or falling object",W20,19,7840781,Unreliable
,Alabama,1,Contact with agricultural machinery,W30,10,7840781,Unreliable
,Alabama,1,Contact with other and unspecified machinery,W31,14,7840781,Unreliable
,Alabama,1,Drowning and submersion while in bath-tub,W65,18,7840781,Unreliable
,Alabama,1,Drowning and submersion while in natural water,W69,35,7840781,0.4
,Alabama,1,Unspecified drowning and submersion,W74,30,7840781,0.4
,Alabama,1,Inhalation of gastric contents,W78,15,7840781,Unreliable
,Alabama,1,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,32,7840781,0.4
,Alabama,1,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,208,7840781,2.7
,Alabama,1,Unspecified threat to breathing,W84,10,7840781,Unreliable
,Alabama,1,Exposure to uncontrolled fire in building or structure,X00,146,7840781,1.9
,Alabama,1,"Exposure to unspecified smoke, fire and flames",X09,28,7840781,0.4
,Alabama,1,Exposure to excessive natural heat,X30,12,7840781,Unreliable
,Alabama,1,Exposure to excessive natural cold,X31,13,7840781,Unreliable
,Alabama,1,Victim of cataclysmic storm,X37,41,7840781,0.5
,Alabama,1,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X40,11,7840781,Unreliable
,Alabama,1,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,55,7840781,0.7
,Alabama,1,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,827,7840781,10.5
,Alabama,1,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,982,7840781,12.5
,Alabama,1,Accidental poisoning by and exposure to alcohol,X45,55,7840781,0.7
,Alabama,1,Accidental poisoning by and exposure to other gases and vapours,X47,33,7840781,0.4
,Alabama,1,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,10,7840781,Unreliable
,Alabama,1,Exposure to unspecified factor causing fracture,X59.0,250,7840781,3.2
,Alabama,1,Exposure to unspecified factor causing other and unspecified injury,X59.9,233,7840781,3
,Alabama,1,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,14,7840781,Unreliable
,Alabama,1,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,79,7840781,1
,Alabama,1,Intentional self-poisoning by and exposure to other gases and vapours,X67,21,7840781,0.3
,Alabama,1,"Intentional self-harm by hanging, strangulation and suffocation",X70,256,7840781,3.3
,Alabama,1,Intentional self-harm by handgun discharge,X72,235,7840781,3
,Alabama,1,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,74,7840781,0.9
,Alabama,1,Intentional self-harm by other and unspecified firearm discharge,X74,700,7840781,8.9
,Alabama,1,Intentional self-harm by sharp object,X78,20,7840781,0.3
,Alabama,1,Intentional self-harm by jumping from a high place,X80,25,7840781,0.3
,Alabama,1,Intentional self-harm by unspecified means,X84,32,7840781,0.4
,Alabama,1,"Assault by hanging, strangulation and suffocation",X91,25,7840781,0.3
,Alabama,1,Assault by handgun discharge,X93,178,7840781,2.3
,Alabama,1,"Assault by rifle, shotgun and larger firearm discharge",X94,36,7840781,0.5
,Alabama,1,Assault by other and unspecified firearm discharge,X95,717,7840781,9.1
,Alabama,1,Assault by sharp object,X99,81,7840781,1
,Alabama,1,Assault by unspecified means,Y09,70,7840781,0.9
,Alabama,1,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,15,7840781,Unreliable
,Alabama,1,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,56,7840781,0.7
,Alabama,1,"Other and unspecified firearm discharge, undetermined intent",Y24,13,7840781,Unreliable
,Alabama,1,"Unspecified event, undetermined intent",Y34,28,7840781,0.4
,Alabama,1,"Drug or medicament, unspecified",Y57.9,12,7840781,Unreliable
,Alabama,1,Surgical operation with implant of artificial internal device,Y83.1,14,7840781,Unreliable
,Alabama,1,"Surgical procedure, unspecified",Y83.9,30,7840781,0.4
,Alabama,1,Sequelae of motor-vehicle accident,Y85.0,12,7840781,Unreliable
,Alabama,1,Sequelae of other accidents,Y86,25,7840781,0.3
,Arizona,4,Enterocolitis due to Clostridium difficile,A04.7,858,29725884,2.9
,Arizona,4,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,38,29725884,0.1
,Arizona,4,Gastroenteritis and colitis of unspecified origin,A09.9,134,29725884,0.5
,Arizona,4,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,30,29725884,0.1
,Arizona,4,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,15,29725884,Unreliable
,Arizona,4,Pulmonary mycobacterial infection,A31.0,53,29725884,0.2
,Arizona,4,"Septicaemia due to streptococcus, group D",A40.2,15,29725884,Unreliable
,Arizona,4,"Streptococcal septicaemia, unspecified",A40.9,18,29725884,Unreliable
,Arizona,4,Septicaemia due to Staphylococcus aureus,A41.0,95,29725884,0.3
,Arizona,4,Septicaemia due to unspecified staphylococcus,A41.2,29,29725884,0.1
,Arizona,4,Septicaemia due to anaerobes,A41.4,16,29725884,Unreliable
,Arizona,4,Septicaemia due to other Gram-negative organisms,A41.5,116,29725884,0.4
,Arizona,4,"Septicaemia, unspecified",A41.9,1484,29725884,5
,Arizona,4,Pulmonary nocardiosis,A43.0,22,29725884,0.1
,Arizona,4,"Staphylococcal infection, unspecified",A49.0,47,29725884,0.2
,Arizona,4,"Streptococcal infection, unspecified",A49.1,12,29725884,Unreliable
,Arizona,4,Other bacterial infections of unspecified site,A49.8,20,29725884,0.1
,Arizona,4,"Bacterial infection, unspecified",A49.9,29,29725884,0.1
,Arizona,4,Creutzfeldt-Jakob disease - CJD,A81.0,47,29725884,0.2
,Arizona,4,Unspecified viral encephalitis,A86,20,29725884,0.1
,Arizona,4,West Nile fever,A92.3,30,29725884,0.1
,Arizona,4,Herpesviral encephalitis,B00.4,13,29725884,Unreliable
,Arizona,4,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,52,29725884,0.2
,Arizona,4,Chronic viral hepatitis B without delta-agent,B18.1,11,29725884,Unreliable
,Arizona,4,Chronic viral hepatitis C,B18.2,1328,29725884,4.5
,Arizona,4,HIV disease resulting in other bacterial infections,B20.1,52,29725884,0.2
,Arizona,4,HIV disease resulting in other viral infections,B20.3,32,29725884,0.1
,Arizona,4,HIV disease resulting in other mycoses,B20.5,28,29725884,0.1
,Arizona,4,HIV disease resulting in Pneumocystis carinii pneumonia,B20.6,27,29725884,0.1
,Arizona,4,HIV disease resulting in multiple infections,B20.7,71,29725884,0.2
,Arizona,4,HIV disease resulting in other infectious and parasitic diseases,B20.8,43,29725884,0.1
,Arizona,4,HIV disease with other types of non-Hodgkin lymphoma,B21.2,23,29725884,0.1
,Arizona,4,HIV disease resulting in other malignant neoplasms,B21.8,10,29725884,Unreliable
,Arizona,4,HIV disease resulting in encephalopathy,B22.0,12,29725884,Unreliable
,Arizona,4,HIV disease resulting in wasting syndrome,B22.2,16,29725884,Unreliable
,Arizona,4,HIV disease resulting in multiple diseases classified elsewhere,B22.7,47,29725884,0.2
,Arizona,4,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",B23.2,13,29725884,Unreliable
,Arizona,4,HIV disease resulting in other specified conditions,B23.8,75,29725884,0.3
,Arizona,4,Unspecified human immunodeficiency virus [HIV] disease,B24,174,29725884,0.6
,Arizona,4,Cytomegaloviral pneumonitis,B25.0,12,29725884,Unreliable
,Arizona,4,Viral carditis,B33.2,22,29725884,0.1
,Arizona,4,Other viral infections of unspecified site,B34.8,16,29725884,Unreliable
,Arizona,4,"Viral infection, unspecified",B34.9,16,29725884,Unreliable
,Arizona,4,Candidal septicaemia,B37.7,19,29725884,Unreliable
,Arizona,4,Acute pulmonary coccidioidomycosis,B38.0,29,29725884,0.1
,Arizona,4,"Pulmonary coccidioidomycosis, unspecified",B38.2,65,29725884,0.2
